Wall time,Step,Value
1589166652.106553,7284000,-719.039794921875
1589166702.7782972,7308000,-693.896728515625
1589166751.1462786,7332000,-702.7398071289062
1589166777.6835635,7344000,-704.3800659179688
1589166802.1124194,7356000,-702.878662109375
1589166878.360321,7392000,-687.9842529296875
1589166977.4944618,7440000,-684.039794921875
1589167003.9792402,7452000,-696.771728515625
1589167051.9909303,7476000,-705.1675415039062
1589167078.8126874,7488000,-699.7509155273438
1589167126.9954731,7512000,-692.9786987304688
1589167228.5108666,7560000,-686.4384155273438
1589167350.770042,7620000,-704.7564697265625
1589167527.0526493,7704000,-710.5050659179688
1589167551.4837997,7716000,-713.0231323242188
1589167602.3770223,7740000,-706.892578125
1589167626.69171,7752000,-712.6175537109375
1589167650.5104647,7764000,-716.6064453125
1589167678.2798154,7776000,-716.6383666992188
1589167702.4120777,7788000,-727.717529296875
1589167726.1908684,7800000,-729.467529296875
1589167778.134222,7824000,-719.3953247070312
1589167801.9000897,7836000,-724.245361328125
1589167904.2685814,7884000,-717.4259033203125
1589167928.7537735,7896000,-712.0120239257812
1589167979.9421947,7920000,-733.842529296875
1589168028.3111317,7944000,-712.3508911132812
1589168103.30899,7980000,-747.1064453125
1589168155.257683,8004000,-789.2620239257812
1589168179.397424,8016000,-763.267578125
1589168206.2637422,8028000,-759.9925537109375
1589168281.1507282,8064000,-751.9800415039062
1589168305.2757356,8076000,-751.3675537109375
1589168328.9174263,8088000,-761.8175659179688
1589168355.6160088,8100000,-760.83837890625
1589168379.9671082,8112000,-735.6619873046875
1589168431.1793108,8136000,-727.5509033203125
1589168455.719289,8148000,-725.289794921875
1589168479.720976,8160000,-740.2286987304688
1589168529.9032679,8184000,-714.3453369140625
1589168554.2546966,8196000,-721.6619873046875
1589168581.0570185,8208000,-707.642578125
1589168604.9791348,8220000,-713.3286743164062
1589168629.0407898,8232000,-690.7286987304688
1589168655.924204,8244000,-685.8675537109375
1589168703.3490517,8268000,-685.2953491210938
1589168730.3396907,8280000,-691.5550537109375
1589168805.5593421,8316000,-702.842529296875
1589168903.9191864,8364000,-693.9842529296875
1589168978.9597678,8400000,-704.0342407226562
1589169003.4562323,8412000,-694.923095703125
1589169030.3913927,8424000,-697.9467163085938
1589169078.58856,8448000,-706.3564453125
1589169105.864701,8460000,-728.7300415039062
1589169130.605402,8472000,-767.6619873046875
1589169154.264509,8484000,-716.7509155273438
1589169205.5096958,8508000,-716.1231079101562
1589169229.1721523,8520000,-724.9175415039062
1589169255.9821472,8532000,-706.9133911132812
1589169355.4298267,8580000,-707.7620239257812
1589169454.9271867,8628000,-680.495361328125
1589169481.4612403,8640000,-676.6383666992188
1589169529.7131941,8664000,-679.6064453125
1589169556.5916076,8676000,-682.3175659179688
1589169580.595445,8688000,-668.0564575195312
1589169604.276692,8700000,-666.4898071289062
1589169630.9881916,8712000,-676.5425415039062
