Wall time,Step,Value
1589173883.8413458,10764000,741.5647583007812
1589173907.9361658,10776000,575.2352294921875
1589173959.4630587,10800000,1046.048095703125
1589173983.5474403,10812000,404.9304504394531
1589174156.0742893,10896000,369.5699768066406
1589174183.0076885,10908000,490.8847351074219
1589174206.7814825,10920000,1037.295166015625
1589174230.6791892,10932000,959.5578002929688
1589174257.451488,10944000,616.70751953125
1589174281.171871,10956000,910.1893310546875
1589174305.019395,10968000,861.8265380859375
1589174356.3688104,10992000,544.5556030273438
1589174380.3880417,11004000,467.6275329589844
1589174407.666881,11016000,304.6302795410156
1589174482.3209562,11052000,279.1756286621094
1589174506.4540613,11064000,1514.241943359375
1589174530.6668885,11076000,1496.85400390625
1589174558.0112646,11088000,544.347412109375
1589174605.7712748,11112000,418.0657653808594
1589174756.307273,11184000,315.089599609375
1589174783.3772395,11196000,349.4997253417969
1589174807.5663497,11208000,257.0635681152344
1589174858.1423614,11232000,297.4774475097656
1589174956.159813,11280000,442.648193359375
1589175031.2555318,11316000,524.4960327148438
1589175106.2489922,11352000,975.8247680664062
1589175205.2611604,11400000,325.20330810546875
1589175279.6057234,11436000,1252.04248046875
1589175306.9922361,11448000,825.0972900390625
1589175331.3413875,11460000,292.3576354980469
1589175382.7535636,11484000,586.2179565429688
1589175407.2110054,11496000,377.3214111328125
1589175431.5440848,11508000,479.12554931640625
1589175506.4515114,11544000,273.9762268066406
1589175533.5822496,11556000,228.6077423095703
1589175581.7360392,11580000,136.97459411621094
1589175632.4123676,11604000,236.6342010498047
1589175656.3162017,11616000,227.3319854736328
1589175707.1708777,11640000,256.1195068359375
1589175757.9368145,11664000,106.377685546875
1589175781.530204,11676000,114.44340515136719
1589175832.7401032,11700000,143.1295928955078
1589175880.7429917,11724000,80.76822662353516
1589175908.2753541,11736000,270.9808654785156
1589175932.3991082,11748000,145.40704345703125
1589175956.406791,11760000,132.459716796875
1589176031.2149184,11796000,348.4263610839844
1589176057.805546,11808000,265.36358642578125
1589176081.6636603,11820000,441.24261474609375
1589176156.2469497,11856000,560.6536865234375
1589176180.228481,11868000,197.9537353515625
1589176379.9871914,11964000,141.23483276367188
1589176454.7583017,12000000,834.9573364257812
1589176478.6695468,12012000,241.660888671875
1589176529.2023451,12036000,1092.5828857421875
1589176579.5487123,12060000,518.076904296875
1589176603.2931395,12072000,180.71803283691406
1589176678.7349153,12108000,458.4622497558594
1589176703.095164,12120000,433.15032958984375
1589176753.7848086,12144000,597.0802001953125
1589176778.1222165,12156000,203.6894073486328
1589176805.0024412,12168000,350.0052490234375
1589176829.9047787,12180000,277.2339172363281
1589176904.8731816,12216000,404.45220947265625
1589177105.328399,12312000,449.0724182128906
1589177128.8462884,12324000,277.7944641113281
1589177152.4523556,12336000,622.642822265625
1589177203.195937,12360000,325.2779846191406
1589177253.8264732,12384000,221.63119506835938
1589177277.5556307,12396000,111.51549530029297
1589177301.382309,12408000,333.0621337890625
1589177351.6448052,12432000,639.4441528320312
1589177402.534425,12456000,389.4571228027344
1589177426.6664176,12468000,180.991455078125
1589177450.6305542,12480000,380.96673583984375
1589177525.06362,12516000,408.01617431640625
1589177551.7328472,12528000,85.57598114013672
1589177575.5664818,12540000,259.3379211425781
1589177700.578915,12600000,100.57785034179688
1589177748.2067354,12624000,82.48262023925781
1589177775.1715722,12636000,427.4167175292969
1589177822.842771,12660000,286.4875793457031
1589177849.7937648,12672000,445.0169372558594
1589177898.0383148,12696000,403.37982177734375
1589178048.4785151,12768000,255.77682495117188
1589178075.9077237,12780000,128.06430053710938
1589178123.505372,12804000,187.96975708007812
1589178174.3521478,12828000,277.6317138671875
1589178273.4597263,12876000,111.47039794921875
1589178324.2963634,12900000,307.2842102050781
1589178375.3461316,12924000,310.62982177734375
1589178423.6351852,12948000,564.447021484375
1589178474.3306718,12972000,669.8333740234375
1589178524.9408784,12996000,389.5278625488281
1589178549.1629255,13008000,121.62681579589844
1589178572.7257748,13020000,190.48304748535156
1589178599.419747,13032000,83.14215087890625
1589178623.4437091,13044000,142.9917755126953
1589178722.2658253,13092000,82.81758117675781
1589178773.0615263,13116000,119.18401336669922
1589178797.2018955,13128000,194.11090087890625
1589178947.7376728,13200000,395.2734680175781
1589178999.4778967,13224000,161.06683349609375
1589179050.3677428,13248000,232.4720916748047
1589179074.1572905,13260000,785.8805541992188
1589179097.7371113,13272000,774.098388671875
1589179247.1865194,13344000,94.53197479248047
1589179321.9647973,13380000,361.8984375
1589179372.6812494,13404000,1035.1072998046875
1589179447.5225453,13440000,208.25146484375
1589179522.4684532,13476000,292.3305969238281
1589179546.5805912,13488000,129.97044372558594
1589179597.1662495,13512000,112.45279693603516
1589179620.7587883,13524000,1316.37939453125
1589179647.5964096,13536000,1028.0963134765625
1589179671.2906187,13548000,252.63575744628906
1589179721.5835614,13572000,131.01622009277344
1589179745.3222091,13584000,1113.504638671875
1589179795.7534847,13608000,529.4910888671875
1589179819.5942316,13620000,581.1674194335938
1589179843.5150874,13632000,294.8518981933594
1589179918.7660062,13668000,321.66619873046875
1589179945.925592,13680000,145.51889038085938
1589179993.818498,13704000,345.16473388671875
1589180193.1837766,13800000,322.3794860839844
1589180216.8301375,13812000,160.61195373535156
1589180243.5775795,13824000,108.28119659423828
1589180267.4121773,13836000,249.21812438964844
1589180341.7766423,13872000,494.3536682128906
1589180365.4634228,13884000,402.3774719238281
1589180392.3434548,13896000,353.9480285644531
1589180466.8598697,13932000,248.1839141845703
1589180490.7423997,13944000,185.4098663330078
1589180514.6302052,13956000,176.1971435546875
1589180591.080728,13992000,47.525333404541016
1589180890.0175843,14136000,212.52880859375
1589180964.0828276,14172000,156.3681182861328
1589181014.939875,14196000,94.27330780029297
1589181038.6300564,14208000,77.31135559082031
1589181089.061475,14232000,44.82427215576172
1589181112.597,14244000,2128.93603515625
1589181187.5821142,14280000,174.44215393066406
1589181261.6545067,14316000,273.74896240234375
1589181288.3330996,14328000,53.3126220703125
1589181312.2231631,14340000,561.4828491210938
1589181335.993311,14352000,186.22711181640625
1589181363.0243468,14364000,852.4806518554688
1589181387.2133343,14376000,360.3033142089844
1589181411.3404453,14388000,522.94580078125
1589181438.943846,14400000,127.49356079101562
1589181487.2035456,14424000,262.6022644042969
1589181537.7272017,14448000,170.84786987304688
1589181561.4849877,14460000,51.703739166259766
1589181612.267945,14484000,44.22911834716797
1589181663.5624084,14508000,51.5526123046875
1589181711.4674294,14532000,48.64085006713867
1589181738.4143674,14544000,48.57926559448242
1589181762.558519,14556000,53.00142288208008
1589181786.4180157,14568000,53.7199821472168
1589181812.9037511,14580000,63.611019134521484
1589181836.968581,14592000,83.50735473632812
1589181935.4738438,14640000,42.125179290771484
1589182060.712913,14700000,85.77061462402344
1589182084.5073726,14712000,90.12525177001953
1589182135.7353258,14736000,80.33369445800781
1589182159.4213157,14748000,124.99995422363281
1589182260.843773,14796000,68.70449829101562
1589182285.3082514,14808000,101.93111419677734
1589182309.0667489,14820000,233.23426818847656
1589182360.2137918,14844000,192.5697479248047
1589182434.9130027,14880000,83.1226577758789
1589182510.2020352,14916000,338.92974853515625
1589182560.2983224,14940000,60.98838806152344
1589182608.0139084,14964000,244.40687561035156
1589182634.988466,14976000,86.23002624511719
1589182682.6390362,15000000,108.41936492919922
1589182709.0343094,15012000,312.42950439453125
1589182784.3723204,15048000,113.81529998779297
1589182808.0265784,15060000,92.79584503173828
1589182832.102537,15072000,72.27422332763672
1589182882.7371767,15096000,397.9501037597656
1589182906.625438,15108000,91.89720153808594
1589182933.217074,15120000,263.2878112792969
1589182980.7803993,15144000,171.90521240234375
1589183007.56507,15156000,88.91992950439453
1589183031.549808,15168000,77.093017578125
1589183055.6016376,15180000,72.35631561279297
1589183082.3455784,15192000,220.7973175048828
1589183106.1701894,15204000,93.88800811767578
1589183231.3179636,15264000,176.958984375
1589183255.2454183,15276000,231.72433471679688
1589183306.2175002,15300000,116.2140121459961
1589183405.720784,15348000,225.9163055419922
1589183429.8591893,15360000,87.26299285888672
1589183480.5152712,15384000,599.3121337890625
1589183579.6190953,15432000,49.572052001953125
